"Start Time (EpSec)","Stop Time (EpSec)","Duration (sec)"
2509639.086,2511784.295,2145.209
2515200.599,2517345.806,2145.207
2520762.112,2522907.317,2145.205
2526323.625,2528468.828,2145.203
2531885.138,2534030.341,2145.203
2537446.652,2539591.850,2145.199
2543008.165,2545153.362,2145.196
2548569.679,2550714.873,2145.194
2554131.193,2556276.385,2145.192
2559692.707,2561837.897,2145.190
2565254.221,2567399.409,2145.188
2570815.736,2572960.922,2145.186
2576377.250,2578522.434,2145.184
2581938.765,2584083.947,2145.182
2587500.280,2589645.459,2145.180
2593061.794,2595206.972,2145.178
2598623.310,2600768.488,2145.178
2604184.825,2606329.998,2145.174
2609746.340,2611891.512,2145.172
2615307.856,2617453.025,2145.170
2620869.371,2623014.539,2145.168
2626430.887,2628576.053,2145.166
2631992.403,2634137.567,2145.164
2637553.919,2639699.083,2145.164
2643115.435,2645260.595,2145.160
2648676.952,2650822.110,2145.158
2654238.468,2656383.624,2145.156
2659799.982,2661945.139,2145.157
2665361.502,2667506.654,2145.152
2670923.019,2673068.169,2145.150
2676484.536,2678629.684,2145.148
2682046.053,2684191.199,2145.146
2687607.567,2689752.715,2145.147
2693169.088,2695314.230,2145.142
2698730.606,2700875.746,2145.140
2704292.123,2706437.262,2145.138
2709853.641,2711998.778,2145.137
2715415.159,2717560.294,2145.135
2720976.678,2723121.810,2145.133
2726538.196,2728683.327,2145.131
2732099.714,2734244.844,2145.129
2737661.233,2739806.360,2145.127
2743222.752,2745367.877,2145.126
2748784.271,2750929.394,2145.124
2754345.790,2756490.912,2145.122
2759907.309,2762052.431,2145.123
2765468.828,2767613.946,2145.118
2771030.347,2773175.468,2145.120
2776591.867,2778736.982,2145.115
2782153.382,2784298.499,2145.117
2787714.902,2789860.018,2145.116
2793276.426,2795421.536,2145.110
2798837.946,2800983.054,2145.108
2804399.466,2806544.572,2145.106
2809960.987,2812106.091,2145.104
2815522.507,2817667.610,2145.103
2821084.028,2823229.129,2145.101
2826645.545,2828790.648,2145.102
2832207.069,2834352.167,2145.098
2837768.590,2839913.686,2145.096
2843330.111,2845475.205,2145.094
2848891.632,2851036.725,2145.093
2854453.153,2856598.244,2145.091
2860014.675,2862159.764,2145.089
2865576.196,2867721.284,2145.088
2871137.718,2873282.804,2145.086
2876699.240,2878844.324,2145.084
2882260.762,2884405.845,2145.083
2887822.284,2889967.365,2145.081
2893383.803,2895528.886,2145.083
2898945.328,2901090.406,2145.078
2904506.851,2906651.927,2145.077
2910068.373,2912213.448,2145.075
2915629.896,2917774.969,2145.073
2921191.419,2923336.490,2145.072
2926752.941,2928898.012,2145.070
2932314.461,2934459.533,2145.072
2937875.988,2940021.055,2145.067
2943437.511,2945582.577,2145.066
2948999.034,2951144.098,2145.064
2954560.558,2956705.620,2145.063
2960122.081,2962267.142,2145.061
2965683.605,2967828.665,2145.060
2971245.129,2973390.187,2145.058
2976806.653,2978951.709,2145.057
2982368.177,2984513.232,2145.055
2987929.701,2990074.755,2145.054
2993491.225,2995636.278,2145.053
2999052.749,3001197.801,2145.051
3004614.274,3006759.324,2145.050
3010175.798,3012320.847,2145.048
3015737.323,3017882.370,2145.047
3021298.848,3023443.894,2145.046
3026860.373,3029005.417,2145.044
3032421.895,3034566.941,2145.046
3037983.418,3040128.464,2145.046
3043544.945,3045689.988,2145.044
3049106.470,3051251.512,2145.043
3054667.995,3056813.037,2145.042
3060229.525,3062374.561,2145.036
3065791.050,3067936.085,2145.035
3071352.576,3073497.610,2145.033
3076914.102,3079059.134,2145.032
3082475.628,3084620.659,2145.031
3088037.154,3090182.184,2145.030
3093598.676,3095743.709,2145.033
3099160.203,3101305.234,2145.031
3104721.729,3106866.759,2145.030
3110283.260,3112428.284,2145.024
3115844.782,3117989.809,2145.028
3121406.313,3123551.335,2145.022
3126967.840,3129112.861,2145.021
3132529.367,3134674.386,2145.020
3138090.894,3140235.912,2145.018
3143652.421,3145797.438,2145.017
3149213.948,3151358.964,2145.016
3154775.472,3156920.490,2145.018
3160337.003,3162482.016,2145.014
3165898.530,3168043.543,2145.012
3171460.058,3173605.069,2145.011
3177021.586,3179166.596,2145.010
3182583.113,3184728.122,2145.009
3188144.636,3190289.649,2145.013
3193706.169,3195851.176,2145.007
3199267.697,3201412.703,2145.006
3204829.226,3206974.230,2145.004
3210390.754,3212535.757,2145.003
3215952.282,3218097.285,2145.002
3221513.811,3223658.812,2145.001
3227075.339,3229220.339,2145.000
3232636.868,3234781.867,2144.999
3238198.397,3240343.395,2144.998
3243759.926,3245904.923,2144.997
3249321.450,3251466.450,2145.001
3254882.984,3257027.978,2144.995
3260444.513,3262589.509,2144.996
3266006.042,3268151.035,2144.993
3271567.568,3273712.563,2144.995
3277129.101,3279274.091,2144.991
3282690.630,3284835.620,2144.990
3288252.156,3290397.149,2144.993
3293813.685,3295958.677,2144.992
3299375.219,3301520.206,2144.987
3304936.749,3307081.735,2144.986
3310498.279,3312643.264,2144.985
3316059.809,3318204.793,2144.984
3321621.339,3323766.324,2144.986
3327182.869,3329327.851,2144.982
3332744.399,3334889.381,2144.981
3338305.930,3340450.910,2144.980
3343867.460,3346012.440,2144.980
3349428.990,3351573.969,2144.979
3354990.521,3357135.501,2144.980
3360552.052,3362697.032,2144.981
3366113.582,3368258.559,2144.976
3371675.113,3373820.088,2144.975
3377236.644,3379381.619,2144.974
3382798.175,3384943.149,2144.974
3388359.706,3390504.679,2144.973
3393921.237,3396066.209,2144.972
3399482.769,3401627.740,2144.971
3405044.300,3407189.270,2144.970
3410605.831,3412750.801,2144.969
3416167.363,3418312.331,2144.969
3421728.894,3423873.862,2144.968
3427290.426,3429435.393,2144.967
3432851.958,3434996.924,2144.967
3438413.489,3440558.455,2144.966
3443975.018,3446119.986,2144.968
3449536.553,3451681.517,2144.964
3455098.085,3457243.048,2144.963
3460659.613,3462804.580,2144.967
3466221.149,3468366.111,2144.962
3471782.681,3473927.643,2144.961
3477344.214,3479489.174,2144.961
3482905.746,3485050.706,2144.960
3488467.275,3490612.238,2144.963
3494028.808,3496173.770,2144.962
3499590.344,3501735.301,2144.958
3505151.872,3507296.833,2144.961
3510713.409,3512858.365,2144.957
3516274.942,3518419.898,2144.956
3521836.475,3523981.430,2144.955
3527398.007,3529542.962,2144.955
3532959.540,3535104.495,2144.954
3538521.073,3540666.027,2144.953
3544082.607,3546227.559,2144.953
3549644.140,3551789.092,2144.952
3555205.669,3557350.625,2144.956
3560767.202,3562912.157,2144.955
3566328.740,3568473.690,2144.951
3571890.273,3574035.223,2144.950
3577451.807,3579596.756,2144.949
3583013.340,3585158.289,2144.949
3588574.874,3590719.822,2144.948
3594136.404,3596281.355,2144.952
3599697.941,3601842.888,2144.947
3605259.475,3607404.422,2144.947
3610821.009,3612965.955,2144.946
3616382.543,3618527.489,2144.946
3621944.077,3624089.022,2144.945
3627505.607,3629650.556,2144.949
3633067.141,3635212.089,2144.949
3638628.679,3640773.623,2144.944
3644190.213,3646335.157,2144.943
3649751.743,3651896.691,2144.948
3655313.282,3657458.224,2144.943
3660874.816,3663019.758,2144.942
3666436.351,3668581.292,2144.942
3671997.885,3674142.827,2144.941
3677559.420,3679704.361,2144.941
3683120.954,3685265.895,2144.941
3688682.489,3690827.429,2144.940
3694244.024,3696388.964,2144.940
3699805.559,3701950.498,2144.939
3705367.089,3707512.032,2144.943
3710928.628,3713073.567,2144.939
3716490.163,3718635.102,2144.938
3722051.698,3724196.636,2144.938
3727613.233,3729758.171,2144.938
3733174.768,3735319.706,2144.937
3738736.303,3740881.240,2144.937
3744297.839,3746442.775,2144.937
3749859.374,3752004.310,2144.936
3755420.905,3757565.845,2144.941
3760982.440,3763127.380,2144.941
3766543.980,3768688.915,2144.936
3772105.515,3774250.451,2144.935
3777667.048,3779811.986,2144.938
3783228.586,3785373.521,2144.935
3788790.122,3790935.056,2144.935
3794351.657,3796496.592,2144.935
3799913.190,3802058.127,2144.937
3805474.729,3807619.663,2144.934
3811036.261,3813181.198,2144.937
3816597.797,3818742.734,2144.937
3822159.336,3824304.269,2144.933
3827720.868,3829865.805,2144.937
3833282.408,3835427.341,2144.933
3838843.944,3840988.877,2144.933
3844405.480,3846550.412,2144.933
3849967.016,3852111.948,2144.932
3855528.552,3857673.484,2144.932
3861090.088,3863235.020,2144.932
3866651.620,3868796.556,2144.936
3872213.156,3874358.092,2144.936
3877774.692,3879919.628,2144.936
3883336.233,3885481.164,2144.932
3888897.769,3891042.701,2144.932
3894459.304,3896604.237,2144.932
3900020.842,3902165.773,2144.932
3905582.378,3907727.312,2144.934
3911143.915,3913288.846,2144.931
3916705.451,3918850.382,2144.931
3922266.985,3924411.919,2144.934
3927828.521,3929973.455,2144.935
3933390.057,3935534.992,2144.935
3938951.593,3941096.528,2144.935
3944513.130,3946658.065,2144.935
3950074.671,3952219.602,2144.931
3955636.203,3957781.138,2144.935
3961197.744,3963342.675,2144.931
3966759.278,3968904.212,2144.934
3972320.818,3974465.749,2144.931
3977882.355,3980027.286,2144.931
3983443.888,3985588.822,2144.935
3989005.424,3991150.359,2144.935
3994566.965,3996711.896,2144.931
4000128.502,4002273.433,2144.931
4005690.039,4007834.970,2144.931
4011251.576,4013396.510,2144.934
4016813.113,4018958.044,2144.931
4022374.647,4024519.582,2144.935
4027936.187,4030081.119,2144.931
4033497.724,4035642.656,2144.931
4039059.262,4041204.193,2144.932
4044620.799,4046765.730,2144.932
4050182.332,4052327.268,2144.935
4055743.873,4057888.805,2144.932
4061305.406,4063450.342,2144.936
4066866.948,4069011.880,2144.932
4072428.485,4074573.417,2144.932
4077990.022,4080134.957,2144.935
4083551.559,4085696.492,2144.933
4089113.092,4091258.030,2144.937
4094674.632,4096819.567,2144.936
4100236.167,4102381.105,2144.938
4105797.709,4107942.642,2144.933
4111359.246,4113504.180,2144.934
4116920.779,4119065.717,2144.938
4122482.316,4124627.255,2144.939
4128043.858,4130188.793,2144.934
4133605.396,4135750.330,2144.934
4139166.931,4141311.868,2144.937
4144728.467,4146873.406,2144.939
4150290.008,4152434.944,2144.935
4155851.546,4157996.481,2144.935
4161413.083,4163558.019,2144.936
4166974.621,4169119.557,2144.936
4172536.155,4174681.095,2144.940
4178097.692,4180242.633,2144.940
4183659.234,4185804.170,2144.937
4189220.767,4191365.709,2144.941
4194782.309,4196927.246,2144.937
4200343.846,4202488.784,2144.938
4205905.384,4208050.322,2144.938
4211466.919,4213611.860,2144.941
4217028.455,4219173.398,2144.943
4222589.992,4224734.936,2144.944
4228151.535,4230296.474,2144.939
4233713.072,4235858.012,2144.940
4239274.610,4241419.550,2144.940
4244836.148,4246981.088,2144.941
4250397.682,4252542.626,2144.944
4255959.223,4258104.164,2144.941
4261520.761,4263665.702,2144.942
4267082.295,4269227.241,2144.946
4272643.832,4274788.779,2144.946
4278205.374,4280350.317,2144.943
4283766.909,4285911.855,2144.946
4289328.446,4291473.393,2144.947
4294889.987,4297034.931,2144.944
4300451.525,4302596.469,2144.945
4306013.059,4308158.007,2144.949
4311574.596,4313719.546,2144.949
4317136.138,4319281.086,2144.948
4322697.676,4324842.622,2144.946
4328259.209,4330404.163,2144.953
4333820.751,4335965.698,2144.947
4339382.286,4341527.237,2144.951
4344943.823,4347088.775,2144.952
4350505.361,4352650.313,2144.952
4356066.902,4358211.851,2144.949
4361628.439,4363773.389,2144.950
4367189.973,4369334.930,2144.957
4372751.515,4374896.466,2144.951
4378313.053,4380458.004,2144.952
4383874.587,4386019.542,2144.955
4389436.125,4391581.081,2144.956
4394997.662,4397142.619,2144.957
4400559.203,4402704.157,2144.954
4406120.741,4408265.695,2144.954
4411682.275,4413827.233,2144.959
4417243.816,4419388.772,2144.956
4422805.354,4424950.310,2144.956
4428366.888,4430511.848,2144.960
4433928.426,4436073.386,2144.960
4439489.967,4441634.924,2144.958
4445051.501,4447196.463,2144.962
4450613.042,4452758.001,2144.959
4456174.576,4458319.539,2144.963
4461736.113,4463881.077,2144.964
4467297.654,4469442.615,2144.961
4472859.192,4475004.154,2144.962
4478420.729,4480565.692,2144.962
4483982.263,4486127.230,2144.967
4489543.800,4491688.768,2144.968
4495105.342,4497250.306,2144.964
4500666.879,4502811.844,2144.965
4506228.413,4508373.382,2144.969
4511789.950,4513934.921,2144.970
4517351.488,4519496.459,2144.971
4522913.029,4525057.997,2144.968
4528474.563,4530619.535,2144.972
4534036.100,4536181.073,2144.972
4539597.638,4541742.611,2144.973
4545159.178,4547304.149,2144.971
4550720.715,4552865.687,2144.972
4556282.253,4558427.225,2144.972
4561843.786,4563988.763,2144.977
4567405.327,4569550.301,2144.974
4572966.864,4575111.839,2144.975
4578528.401,4580673.377,2144.976
4584089.934,4586234.915,2144.981
4589651.475,4591796.453,2144.977
4595213.013,4597357.991,2144.978
4600774.546,4602919.528,2144.982
4606336.083,4608481.066,2144.983
4611897.624,4614042.604,2144.980
4617459.157,4619604.142,2144.985
4623020.698,4625165.680,2144.982
4628582.235,4630727.218,2144.983
4634143.772,4636288.755,2144.984
4639705.304,4641850.293,2144.989
4645266.843,4647411.831,2144.988
4650828.382,4652973.368,2144.987
4656389.919,4658534.906,2144.987
4661951.456,4664096.444,2144.988
4667512.989,4669657.981,2144.992
4673074.529,4675219.519,2144.990
4678636.066,4680781.057,2144.991
4684197.599,4686342.594,2144.995
4689759.135,4691904.132,2144.996
4695320.671,4697465.673,2145.002
4700882.210,4703027.207,2144.997
4706443.746,4708588.744,2144.998
4712005.282,4714150.281,2144.999
4717566.821,4719711.819,2144.997
4723128.355,4725273.356,2145.001
4728689.894,4730834.893,2144.999
4734251.427,4736396.431,2145.003
4739812.964,4741957.968,2145.004
4745374.498,4747519.505,2145.007
4750936.036,4753081.042,2145.007
4756497.576,4758642.580,2145.004
4762059.112,4764204.117,2145.005
4767620.648,4769765.656,2145.009
4773182.184,4775327.191,2145.007
4778743.720,4780888.728,2145.008
4784305.254,4786450.265,2145.011
4789866.789,4792011.802,2145.013
4795428.328,4797573.339,2145.011
4800989.864,4803134.876,2145.012
4806551.397,4808696.413,2145.016
4812112.935,4814257.949,2145.015
4817674.468,4819819.486,2145.018
4823236.006,4825381.023,2145.017
4828797.539,4830942.560,2145.020
4834359.075,4836504.096,2145.022
4839920.613,4842065.633,2145.020
4845482.149,4847627.170,2145.021
4851043.681,4853188.706,2145.025
4856605.216,4858750.243,2145.026
4862166.752,4864311.779,2145.027
4867728.288,4869873.316,2145.028
4873289.826,4875434.852,2145.026
4878851.358,4880996.388,2145.030
4884412.896,4886557.925,2145.029
4889974.431,4892119.461,2145.030
4895535.963,4897680.997,2145.034
4901097.501,4903242.533,2145.032
4906659.033,4908804.070,2145.036
4912220.571,4914365.606,2145.034
4917782.106,4919927.142,2145.036
4923343.638,4925488.678,2145.040
4928905.173,4931050.214,2145.041
4934466.707,4936611.750,2145.043
4940028.245,4942173.286,2145.040
4945589.780,4947734.821,2145.041
4951151.314,4953296.357,2145.043
4956712.849,4958857.895,2145.046
4962274.380,4964419.429,2145.049
4967835.916,4969980.964,2145.048
4973397.449,4975542.502,2145.053
4978958.982,4981104.035,2145.054
4984520.521,4986665.571,2145.050
4990082.055,4992227.106,2145.051
4995643.589,4997788.642,2145.053
5001205.123,5003350.177,2145.054
5006766.654,5008911.712,2145.058
5012328.191,5014473.247,2145.056
5017889.725,5020034.783,2145.058
5023451.259,5025596.318,2145.059
5029012.793,5031157.853,2145.060
5034574.323,5036719.388,2145.065
5040135.860,5042280.923,2145.063
5045697.391,5047842.458,2145.067
5051258.924,5053403.993,2145.068
5056820.461,5058965.527,2145.067
5062381.994,5064527.062,2145.068
5067943.527,5070088.600,2145.073
5073505.058,5075650.131,2145.074
5079066.594,5081211.666,2145.072
5084628.127,5086773.200,2145.073
5090189.656,5092334.735,2145.079
5095751.191,5097896.269,2145.078
5101312.722,5103457.804,2145.082
5106874.254,5109019.338,2145.084
5112435.789,5114580.872,2145.083
5117997.322,5120142.406,2145.084
5123558.855,5125703.940,2145.086
5129120.387,5131265.474,2145.087
5134681.923,5136827.008,2145.086
5140243.455,5142388.542,2145.087
5145804.988,5147950.076,2145.089
5151366.520,5153511.614,2145.095
5156928.052,5159073.144,2145.091
5162489.580,5164634.677,2145.097
5168051.114,5170196.211,2145.097
5173612.649,5175757.744,2145.096
5179174.176,5181319.278,2145.102

Statistics
"Min Duration",3961197.744,3963342.675,2144.931
"Max Duration",1420.415,3567.119,2146.703
"Mean Duration",,,2145.444
"Total Duration",,,1999553.764


