"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
27 Jan 2026 17:04:10.000,6912.664689,-1726.071711,2164.479302,-0.199231,4.090043,8.403338
27 Jan 2026 17:04:20.000,6910.371046,-1685.087623,2248.407042,-0.259431,4.106709,8.382094
27 Jan 2026 17:04:30.000,6907.477448,-1643.938844,2332.118902,-0.319219,4.122981,8.360164
27 Jan 2026 17:04:40.000,6903.988083,-1602.629308,2415.608084,-0.378582,4.138860,8.337561
27 Jan 2026 17:04:50.000,6899.907286,-1561.162946,2498.867936,-0.437503,4.154346,8.314301
27 Jan 2026 17:05:00.000,6895.239533,-1519.543688,2581.891953,-0.495970,4.169440,8.290397
27 Jan 2026 17:05:10.000,6889.989436,-1477.775458,2664.673780,-0.553970,4.184141,8.265865
27 Jan 2026 17:05:20.000,6884.161739,-1435.862173,2747.207215,-0.611488,4.198451,8.240721
27 Jan 2026 17:05:30.000,6877.761311,-1393.807738,2829.486208,-0.668514,4.212371,8.214979
27 Jan 2026 17:05:40.000,6870.793142,-1351.616045,2911.504865,-0.725035,4.225903,8.188656
27 Jan 2026 17:05:50.000,6863.262335,-1309.290969,2993.257448,-0.781040,4.239048,8.161767
27 Jan 2026 17:06:00.000,6855.174104,-1266.836366,3074.738379,-0.836518,4.251809,8.134328
27 Jan 2026 17:06:10.000,6846.533766,-1224.256071,3155.942235,-0.891460,4.264187,8.106355
27 Jan 2026 17:06:20.000,6837.346734,-1181.553894,3236.863755,-0.945855,4.276185,8.077864
27 Jan 2026 17:06:30.000,6827.618518,-1138.733621,3317.497838,-0.999695,4.287807,8.048870
27 Jan 2026 17:06:40.000,6817.354710,-1095.799006,3397.839541,-1.052972,4.299054,8.019391
27 Jan 2026 17:06:50.000,6806.560987,-1052.753776,3477.884083,-1.105677,4.309930,7.989441
27 Jan 2026 17:07:00.000,6795.243102,-1009.601624,3557.626842,-1.157803,4.320439,7.959037
27 Jan 2026 17:07:10.000,6783.406878,-966.346209,3637.063357,-1.209344,4.330584,7.928194
27 Jan 2026 17:07:20.000,6771.058205,-922.991153,3716.189324,-1.260292,4.340368,7.896930
27 Jan 2026 17:07:30.000,6758.203032,-879.540041,3795.000599,-1.310643,4.349796,7.865259
27 Jan 2026 17:07:40.000,6744.847364,-835.996417,3873.493196,-1.360390,4.358871,7.833197
27 Jan 2026 17:07:50.000,6730.997257,-792.363786,3951.663286,-1.409530,4.367598,7.800760
27 Jan 2026 17:08:00.000,6716.658811,-748.645609,4029.507192,-1.458057,4.375981,7.767963
27 Jan 2026 17:08:10.000,6701.838169,-704.845304,4107.021396,-1.505968,4.384024,7.734822
27 Jan 2026 17:08:20.000,6686.541506,-660.966243,4184.202531,-1.553261,4.391733,7.701351
27 Jan 2026 17:08:30.000,6670.775032,-617.011753,4261.047379,-1.599930,4.399111,7.667567
27 Jan 2026 17:08:40.000,6654.544981,-572.985111,4337.552876,-1.645976,4.406164,7.633484
27 Jan 2026 17:08:50.000,6637.857610,-528.889550,4413.716102,-1.691394,4.412896,7.599115
27 Jan 2026 17:09:00.000,6620.719194,-484.728251,4489.534284,-1.736184,4.419312,7.564477
27 Jan 2026 17:09:10.000,6603.136022,-440.504345,4565.004794,-1.780345,4.425418,7.529583
27 Jan 2026 17:09:20.000,6585.114392,-396.220915,4640.125144,-1.823876,4.431218,7.494448
27 Jan 2026 17:09:30.000,6566.660607,-351.880989,4714.892988,-1.866776,4.436718,7.459084
27 Jan 2026 17:09:40.000,6547.780972,-307.487546,4789.306115,-1.909046,4.441922,7.423507
27 Jan 2026 17:09:50.000,6528.481791,-263.043513,4863.362450,-1.950685,4.446837,7.387728
27 Jan 2026 17:10:00.000,6508.769363,-218.551763,4937.060050,-1.991696,4.451466,7.351762
27 Jan 2026 17:10:10.000,6488.649975,-174.015116,5010.397104,-2.032077,4.455817,7.315621
27 Jan 2026 17:10:20.000,6468.129905,-129.436340,5083.371927,-2.071832,4.459893,7.279318
27 Jan 2026 17:10:30.000,6447.215414,-84.818149,5155.982960,-2.110962,4.463701,7.242865
27 Jan 2026 17:10:40.000,6425.912745,-40.163204,5228.228766,-2.149468,4.467245,7.206274
27 Jan 2026 17:10:50.000,6404.228118,4.525889,5300.108029,-2.187354,4.470531,7.169558
27 Jan 2026 17:11:00.000,6382.167732,49.246575,5371.619548,-2.224621,4.473565,7.132728
27 Jan 2026 17:11:10.000,6359.737755,93.996355,5442.762241,-2.261272,4.476351,7.095795
27 Jan 2026 17:11:20.000,6336.944329,138.772782,5513.535133,-2.297311,4.478895,7.058770
27 Jan 2026 17:11:30.000,6313.793561,183.573462,5583.937363,-2.332741,4.481202,7.021664
27 Jan 2026 17:11:40.000,6290.291526,228.396054,5653.968172,-2.367565,4.483278,6.984487
27 Jan 2026 17:11:50.000,6266.444261,273.238271,5723.626909,-2.401788,4.485128,6.947251
27 Jan 2026 17:12:00.000,6242.257765,318.097877,5792.913023,-2.435412,4.486757,6.909964
27 Jan 2026 17:12:10.000,6217.737997,362.972688,5861.826060,-2.468443,4.488170,6.872637
27 Jan 2026 17:12:20.000,6192.890873,407.860572,5930.365663,-2.500884,4.489372,6.835279
27 Jan 2026 17:12:30.000,6167.722264,452.759450,5998.531569,-2.532741,4.490369,6.797899
27 Jan 2026 17:12:40.000,6142.237997,497.667291,6066.323605,-2.564017,4.491166,6.760506
27 Jan 2026 17:12:50.000,6116.443849,542.582116,6133.741685,-2.594717,4.491767,6.723110
27 Jan 2026 17:13:00.000,6090.345550,587.501996,6200.785810,-2.624848,4.492178,6.685717
27 Jan 2026 17:13:10.000,6063.948780,632.425049,6267.456061,-2.654412,4.492403,6.648336
27 Jan 2026 17:13:20.000,6037.259167,677.349446,6333.752603,-2.683417,4.492447,6.610976
27 Jan 2026 17:13:30.000,6010.282286,722.273401,6399.675676,-2.711867,4.492315,6.573644
27 Jan 2026 17:13:40.000,5983.023659,767.195180,6465.225595,-2.739767,4.492012,6.536347
27 Jan 2026 17:13:50.000,5955.488754,812.113093,6530.402749,-2.767124,4.491543,6.499092
27 Jan 2026 17:14:00.000,5927.682981,857.025498,6595.207596,-2.793942,4.490911,6.461886
27 Jan 2026 17:14:10.000,5899.611696,901.930797,6659.640664,-2.820227,4.490123,6.424737
27 Jan 2026 17:14:20.000,5871.280197,946.827439,6723.702543,-2.845985,4.489181,6.387650
27 Jan 2026 17:14:30.000,5842.693725,991.713916,6787.393889,-2.871223,4.488090,6.350631
27 Jan 2026 17:14:40.000,5813.857461,1036.588763,6850.715418,-2.895945,4.486855,6.313687
27 Jan 2026 17:14:50.000,5784.776530,1081.450559,6913.667904,-2.920157,4.485481,6.276824
27 Jan 2026 17:15:00.000,5755.455994,1126.297924,6976.252179,-2.943866,4.483970,6.240046
27 Jan 2026 17:15:10.000,5725.900859,1171.129522,7038.469128,-2.967078,4.482328,6.203359
27 Jan 2026 17:15:20.000,5696.116070,1215.944054,7100.319688,-2.989798,4.480558,6.166769
27 Jan 2026 17:15:30.000,5666.106509,1260.740263,7161.804847,-3.012033,4.478664,6.130280
27 Jan 2026 17:15:40.000,5635.877001,1305.516932,7222.925640,-3.033789,4.476650,6.093897
27 Jan 2026 17:15:50.000,5605.432308,1350.272881,7283.683150,-3.055071,4.474520,6.057624
27 Jan 2026 17:16:00.000,5574.777135,1395.006968,7344.078503,-3.075886,4.472278,6.021466
27 Jan 2026 17:16:10.000,5543.916121,1439.718089,7404.112866,-3.096240,4.469928,5.985427
27 Jan 2026 17:16:20.000,5512.853849,1484.405176,7463.787449,-3.116139,4.467472,5.949511
27 Jan 2026 17:16:30.000,5481.594838,1529.067195,7523.103499,-3.135589,4.464915,5.913721
27 Jan 2026 17:16:40.000,5450.143548,1573.703149,7582.062300,-3.154596,4.462260,5.878061
27 Jan 2026 17:16:50.000,5418.504379,1618.312074,7640.665172,-3.173166,4.459510,5.842536
27 Jan 2026 17:17:00.000,5386.681670,1662.893040,7698.913468,-3.191305,4.456668,5.807147
27 Jan 2026 17:17:10.000,5354.679698,1707.445149,7756.808574,-3.209019,4.453739,5.771898
27 Jan 2026 17:17:20.000,5322.502684,1751.967536,7814.351903,-3.226314,4.450724,5.736792
27 Jan 2026 17:17:30.000,5290.154787,1796.459365,7871.544901,-3.243197,4.447628,5.701832
27 Jan 2026 17:17:40.000,5257.640106,1840.919834,7928.389038,-3.259672,4.444453,5.667020
27 Jan 2026 17:17:50.000,5224.962683,1885.348169,7984.885813,-3.275746,4.441202,5.632360
27 Jan 2026 17:18:00.000,5192.126500,1929.743623,8041.036747,-3.291425,4.437877,5.597853
27 Jan 2026 17:18:10.000,5159.135482,1974.105482,8096.843384,-3.306714,4.434483,5.563501
27 Jan 2026 17:18:20.000,5125.993495,2018.433057,8152.307291,-3.321620,4.431021,5.529307
27 Jan 2026 17:18:30.000,5092.704348,2062.725687,8207.430056,-3.336147,4.427494,5.495273
27 Jan 2026 17:18:40.000,5059.271793,2106.982737,8262.213285,-3.350302,4.423905,5.461400
27 Jan 2026 17:18:50.000,5025.699526,2151.203598,8316.658601,-3.364091,4.420257,5.427691
27 Jan 2026 17:19:00.000,4991.991185,2195.387687,8370.767647,-3.377518,4.416551,5.394146
27 Jan 2026 17:19:10.000,4958.150355,2239.534445,8424.542079,-3.390589,4.412791,5.360768
27 Jan 2026 17:19:20.000,4924.180565,2283.643337,8477.983569,-3.403311,4.408979,5.327558
27 Jan 2026 17:19:30.000,4890.085289,2327.713852,8531.093801,-3.415687,4.405116,5.294517
27 Jan 2026 17:19:40.000,4855.867947,2371.745501,8583.874473,-3.427725,4.401206,5.261646
27 Jan 2026 17:19:50.000,4821.531907,2415.737817,8636.327296,-3.439428,4.397250,5.228947
27 Jan 2026 17:20:00.000,4787.080483,2459.690356,8688.453987,-3.450802,4.393251,5.196420
27 Jan 2026 17:20:10.000,4752.516936,2503.602694,8740.256277,-3.461853,4.389210,5.164067
27 Jan 2026 17:20:20.000,4717.844476,2547.474428,8791.735904,-3.472586,4.385130,5.131888
27 Jan 2026 17:20:30.000,4683.066264,2591.305175,8842.894613,-3.483005,4.381013,5.099883
27 Jan 2026 17:20:40.000,4648.185406,2635.094571,8893.734159,-3.493116,4.376860,5.068055
27 Jan 2026 17:20:50.000,4613.204961,2678.842271,8944.256300,-3.502923,4.372674,5.036403
27 Jan 2026 17:21:00.000,4578.127939,2722.547950,8994.462801,-3.512432,4.368456,5.004927
27 Jan 2026 17:21:10.000,4542.957300,2766.211297,9044.355433,-3.521647,4.364208,4.973629
27 Jan 2026 17:21:20.000,4507.695956,2809.832023,9093.935968,-3.530574,4.359932,4.942508
27 Jan 2026 17:21:30.000,4472.346771,2853.409853,9143.206183,-3.539216,4.355629,4.911565
27 Jan 2026 17:21:40.000,4436.912564,2896.944529,9192.167859,-3.547579,4.351302,4.880800
27 Jan 2026 17:21:50.000,4401.396105,2940.435810,9240.822776,-3.555667,4.346951,4.850213
27 Jan 2026 17:22:00.000,4365.800121,2983.883469,9289.172719,-3.563485,4.342578,4.819805
27 Jan 2026 17:22:10.000,4330.127291,3027.287295,9337.219471,-3.571037,4.338184,4.789575
27 Jan 2026 17:22:20.000,4294.380253,3070.647091,9384.964816,-3.578328,4.333772,4.759524
27 Jan 2026 17:22:30.000,4258.561597,3113.962676,9432.410539,-3.585361,4.329342,4.729651
27 Jan 2026 17:22:40.000,4222.673873,3157.233881,9479.558421,-3.592142,4.324896,4.699956
27 Jan 2026 17:22:50.000,4186.719588,3200.460549,9526.410246,-3.598674,4.320435,4.670439
27 Jan 2026 17:23:00.000,4150.701204,3243.642541,9572.967793,-3.604962,4.315961,4.641100
27 Jan 2026 17:23:10.000,4114.621146,3286.779724,9619.232840,-3.611010,4.311474,4.611939
27 Jan 2026 17:23:20.000,4078.481794,3329.871984,9665.207162,-3.616821,4.306976,4.582955
27 Jan 2026 17:23:30.000,4042.285491,3372.919212,9710.892531,-3.622401,4.302468,4.554148
27 Jan 2026 17:23:40.000,4006.034538,3415.921317,9756.290715,-3.627752,4.297951,4.525518
27 Jan 2026 17:23:50.000,3969.731198,3458.878214,9801.403480,-3.632879,4.293427,4.497064
27 Jan 2026 17:24:00.000,3933.377696,3501.789832,9846.232584,-3.637785,4.288896,4.468786
27 Jan 2026 17:24:10.000,3896.976217,3544.656109,9890.779785,-3.642475,4.284359,4.440683
27 Jan 2026 17:24:20.000,3860.528910,3587.476993,9935.046832,-3.646951,4.279817,4.412755
27 Jan 2026 17:24:30.000,3824.037889,3630.252442,9979.035471,-3.651218,4.275272,4.385002
27 Jan 2026 17:24:40.000,3787.505229,3672.982424,10022.747442,-3.655280,4.270724,4.357422
27 Jan 2026 17:24:50.000,3750.932970,3715.666916,10066.184479,-3.659139,4.266174,4.330015
27 Jan 2026 17:25:00.000,3714.323118,3758.305904,10109.348309,-3.662799,4.261623,4.302780
27 Jan 2026 17:25:10.000,3677.677643,3800.899381,10152.240655,-3.666264,4.257072,4.275718
27 Jan 2026 17:25:20.000,3640.998482,3843.447351,10194.863230,-3.669537,4.252522,4.248826
27 Jan 2026 17:25:30.000,3604.287538,3885.949823,10237.217743,-3.672621,4.247973,4.222105
27 Jan 2026 17:25:40.000,3567.546683,3928.406817,10279.305894,-3.675520,4.243426,4.195554
27 Jan 2026 17:25:50.000,3530.777753,3970.818358,10321.129376,-3.678236,4.238882,4.169171
27 Jan 2026 17:26:00.000,3493.982554,4013.184478,10362.689876,-3.680774,4.234342,4.142957
27 Jan 2026 17:26:10.000,3457.162862,4055.505219,10403.989072,-3.683135,4.229807,4.116910
27 Jan 2026 17:26:20.000,3420.320420,4097.780627,10445.028633,-3.685324,4.225276,4.091030
27 Jan 2026 17:26:30.000,3383.456941,4140.010754,10485.810222,-3.687343,4.220751,4.065315
27 Jan 2026 17:26:40.000,3346.574110,4182.195662,10526.335492,-3.689195,4.216232,4.039766
27 Jan 2026 17:26:50.000,3309.673579,4224.335414,10566.606090,-3.690884,4.211720,4.014381
27 Jan 2026 17:27:00.000,3272.756976,4266.430083,10606.623652,-3.692411,4.207215,3.989159
27 Jan 2026 17:27:10.000,3235.825895,4308.479746,10646.389806,-3.693779,4.202719,3.964099
27 Jan 2026 17:27:20.000,3198.881907,4350.484485,10685.906173,-3.694993,4.198231,3.939201
27 Jan 2026 17:27:30.000,3161.926553,4392.444388,10725.174361,-3.696053,4.193751,3.914463
27 Jan 2026 17:27:40.000,3124.961347,4434.359547,10764.195974,-3.696963,4.189282,3.889886
27 Jan 2026 17:27:50.000,3087.987777,4476.230061,10802.972604,-3.697726,4.184822,3.865467
27 Jan 2026 17:28:00.000,3051.007304,4518.056030,10841.505834,-3.698344,4.180373,3.841206
27 Jan 2026 17:28:10.000,3014.021365,4559.837563,10879.797238,-3.698820,4.175935,3.817101
27 Jan 2026 17:28:20.000,2977.031370,4601.574769,10917.848380,-3.699156,4.171508,3.793153
27 Jan 2026 17:28:30.000,2940.038705,4643.267764,10955.660817,-3.699354,4.167093,3.769360
27 Jan 2026 17:28:40.000,2903.044732,4684.916667,10993.236093,-3.699418,4.162690,3.745721
27 Jan 2026 17:28:50.000,2866.050788,4726.521601,11030.575746,-3.699349,4.158299,3.722235
27 Jan 2026 17:29:00.000,2829.058187,4768.082692,11067.681302,-3.699150,4.153921,3.698901
27 Jan 2026 17:29:10.000,2792.068220,4809.600070,11104.554277,-3.698823,4.149557,3.675719
27 Jan 2026 17:29:20.000,2755.082154,4851.073869,11141.196179,-3.698370,4.145205,3.652687
27 Jan 2026 17:29:30.000,2718.101234,4892.504224,11177.608506,-3.697794,4.140868,3.629804
27 Jan 2026 17:29:40.000,2681.126685,4933.891276,11213.792746,-3.697096,4.136545,3.607069
27 Jan 2026 17:29:50.000,2644.159708,4975.235167,11249.750376,-3.696280,4.132236,3.584482
27 Jan 2026 17:30:00.000,2607.201483,5016.536042,11285.482865,-3.695346,4.127942,3.562041
27 Jan 2026 17:30:10.000,2570.253171,5057.794049,11320.991671,-3.694298,4.123662,3.539745
27 Jan 2026 17:30:20.000,2533.315909,5099.009338,11356.278242,-3.693136,4.119398,3.517594
27 Jan 2026 17:30:30.000,2496.390816,5140.182064,11391.344019,-3.691864,4.115149,3.495586
27 Jan 2026 17:30:40.000,2459.478993,5181.312380,11426.190428,-3.690483,4.110916,3.473720
27 Jan 2026 17:30:50.000,2422.581517,5222.400444,11460.818891,-3.688995,4.106699,3.451996
27 Jan 2026 17:31:00.000,2385.699449,5263.446416,11495.230814,-3.687401,4.102498,3.430412
27 Jan 2026 17:31:10.000,2348.833831,5304.450457,11529.427599,-3.685705,4.098313,3.408968
27 Jan 2026 17:31:20.000,2311.985684,5345.412730,11563.410634,-3.683907,4.094144,3.387662
27 Jan 2026 17:31:30.000,2275.156015,5386.333402,11597.181299,-3.682010,4.089993,3.366494
27 Jan 2026 17:31:40.000,2238.345809,5427.212638,11630.740963,-3.680015,4.085857,3.345462
27 Jan 2026 17:31:50.000,2201.556036,5468.050607,11664.090988,-3.677924,4.081739,3.324566
27 Jan 2026 17:32:00.000,2164.787647,5508.847478,11697.232722,-3.675738,4.077638,3.303804
27 Jan 2026 17:32:10.000,2128.041578,5549.603424,11730.167507,-3.673460,4.073554,3.283175
27 Jan 2026 17:32:20.000,2091.318746,5590.318617,11762.896674,-3.671091,4.069487,3.262680
27 Jan 2026 17:32:30.000,2054.620053,5630.993230,11795.421542,-3.668633,4.065438,3.242316
27 Jan 2026 17:32:40.000,2017.946385,5671.627439,11827.743424,-3.666086,4.061406,3.222082
27 Jan 2026 17:32:50.000,1981.298612,5712.221420,11859.863622,-3.663454,4.057392,3.201979
27 Jan 2026 17:33:00.000,1944.677587,5752.775349,11891.783427,-3.660737,4.053396,3.182004
27 Jan 2026 17:33:10.000,1908.084151,5793.289405,11923.504121,-3.657937,4.049418,3.162156
27 Jan 2026 17:33:20.000,1871.519126,5833.763768,11955.026979,-3.655055,4.045457,3.142436
27 Jan 2026 17:33:30.000,1834.983322,5874.198615,11986.353262,-3.652093,4.041515,3.122842
27 Jan 2026 17:33:40.000,1798.477535,5914.594129,12017.484226,-3.649052,4.037591,3.103372
27 Jan 2026 17:33:50.000,1762.002543,5954.950489,12048.421114,-3.645934,4.033684,3.084026
27 Jan 2026 17:34:00.000,1725.559113,5995.267878,12079.165162,-3.642740,4.029796,3.064804
27 Jan 2026 17:34:10.000,1689.147999,6035.546477,12109.717596,-3.639471,4.025927,3.045703
27 Jan 2026 17:34:20.000,1652.769939,6075.786470,12140.079631,-3.636129,4.022075,3.026724
27 Jan 2026 17:34:30.000,1616.425659,6115.988040,12170.252476,-3.632715,4.018242,3.007865
27 Jan 2026 17:34:40.000,1580.115872,6156.151369,12200.237328,-3.629231,4.014427,2.989125
27 Jan 2026 17:34:50.000,1543.841277,6196.276642,12230.035377,-3.625677,4.010631,2.970504
27 Jan 2026 17:35:00.000,1507.602562,6236.364042,12259.647801,-3.622055,4.006853,2.952000
27 Jan 2026 17:35:10.000,1471.400402,6276.413755,12289.075772,-3.618366,4.003093,2.933613
27 Jan 2026 17:35:20.000,1435.235460,6316.425963,12318.320451,-3.614612,3.999352,2.915342
27 Jan 2026 17:35:30.000,1399.108386,6356.400852,12347.382991,-3.610793,3.995629,2.897185
27 Jan 2026 17:35:40.000,1363.019820,6396.338607,12376.264536,-3.606910,3.991925,2.879143
27 Jan 2026 17:35:50.000,1326.970388,6436.239411,12404.966221,-3.602966,3.988239,2.861213
27 Jan 2026 17:36:00.000,1290.960707,6476.103449,12433.489172,-3.598960,3.984572,2.843396
27 Jan 2026 17:36:10.000,1254.991382,6515.930907,12461.834507,-3.594895,3.980923,2.825690
27 Jan 2026 17:36:20.000,1219.063006,6555.721967,12490.003334,-3.590770,3.977292,2.808094
27 Jan 2026 17:36:30.000,1183.176163,6595.476815,12517.996753,-3.586588,3.973680,2.790608
27 Jan 2026 17:36:40.000,1147.331426,6635.195635,12545.815857,-3.582350,3.970087,2.773231
27 Jan 2026 17:36:50.000,1111.529356,6674.878610,12573.461727,-3.578055,3.966511,2.755961
27 Jan 2026 17:37:00.000,1075.770506,6714.525925,12600.935440,-3.573706,3.962954,2.738799
27 Jan 2026 17:37:10.000,1040.055417,6754.137762,12628.238060,-3.569303,3.959416,2.721743
27 Jan 2026 17:37:20.000,1004.384622,6793.714304,12655.370646,-3.564847,3.955896,2.704792
27 Jan 2026 17:37:30.000,968.758642,6833.255735,12682.334247,-3.560340,3.952394,2.687946
27 Jan 2026 17:37:40.000,933.177991,6872.762237,12709.129906,-3.555782,3.948910,2.671203
27 Jan 2026 17:37:50.000,897.643172,6912.233992,12735.758654,-3.551174,3.945444,2.654564
27 Jan 2026 17:38:00.000,862.154678,6951.671180,12762.221517,-3.546517,3.941997,2.638026
27 Jan 2026 17:38:10.000,826.712996,6991.073984,12788.519512,-3.541812,3.938567,2.621590
27 Jan 2026 17:38:20.000,791.318600,7030.442584,12814.653649,-3.537059,3.935156,2.605254
27 Jan 2026 17:38:30.000,755.971960,7069.777161,12840.624928,-3.532261,3.931762,2.589018
27 Jan 2026 17:38:40.000,720.673533,7109.077893,12866.434342,-3.527417,3.928387,2.572881
27 Jan 2026 17:38:50.000,685.423770,7148.344960,12892.082877,-3.522528,3.925029,2.556842
27 Jan 2026 17:39:00.000,650.223113,7187.578540,12917.571511,-3.517596,3.921690,2.540901
27 Jan 2026 17:39:10.000,615.071996,7226.778812,12942.901213,-3.512620,3.918368,2.525056
27 Jan 2026 17:39:20.000,579.970844,7265.945952,12968.072946,-3.507603,3.915063,2.509307
27 Jan 2026 17:39:30.000,544.920077,7305.080138,12993.087665,-3.502544,3.911777,2.493653
27 Jan 2026 17:39:40.000,509.920103,7344.181545,13017.946317,-3.497444,3.908508,2.478093
27 Jan 2026 17:39:50.000,474.971326,7383.250349,13042.649842,-3.492305,3.905256,2.462627
27 Jan 2026 17:40:00.000,440.074142,7422.286724,13067.199172,-3.487126,3.902022,2.447254
27 Jan 2026 17:40:10.000,405.228936,7461.290845,13091.595232,-3.481909,3.898805,2.431973
27 Jan 2026 17:40:20.000,370.436091,7500.262885,13115.838940,-3.476654,3.895606,2.416784
27 Jan 2026 17:40:30.000,335.695980,7539.203016,13139.931207,-3.471362,3.892423,2.401685
27 Jan 2026 17:40:40.000,301.008968,7578.111410,13163.872935,-3.466034,3.889258,2.386676
27 Jan 2026 17:40:50.000,266.375416,7616.988239,13187.665022,-3.460670,3.886110,2.371756
27 Jan 2026 17:41:00.000,231.795677,7655.833672,13211.308357,-3.455272,3.882979,2.356925
27 Jan 2026 17:41:10.000,197.270096,7694.647880,13234.803821,-3.449839,3.879865,2.342182
27 Jan 2026 17:41:20.000,162.799013,7733.431031,13258.152290,-3.444372,3.876768,2.327526
27 Jan 2026 17:41:30.000,128.382762,7772.183293,13281.354633,-3.438873,3.873687,2.312957
27 Jan 2026 17:41:40.000,94.021669,7810.904833,13304.411711,-3.433341,3.870623,2.298473
27 Jan 2026 17:41:50.000,59.716055,7849.595817,13327.324379,-3.427777,3.867576,2.284075
27 Jan 2026 17:42:00.000,25.466235,7888.256412,13350.093485,-3.422182,3.864545,2.269761
27 Jan 2026 17:42:10.000,-8.727484,7926.886781,13372.719871,-3.416557,3.861531,2.255530
27 Jan 2026 17:42:20.000,-42.864797,7965.487088,13395.204371,-3.410901,3.858533,2.241383
27 Jan 2026 17:42:30.000,-76.945408,8004.057497,13417.547814,-3.405216,3.855551,2.227319
27 Jan 2026 17:42:40.000,-110.969026,8042.598169,13439.751022,-3.399503,3.852586,2.213336
27 Jan 2026 17:42:50.000,-144.935366,8081.109266,13461.814810,-3.393761,3.849636,2.199435
27 Jan 2026 17:43:00.000,-178.844147,8119.590948,13483.739987,-3.387991,3.846703,2.185614
27 Jan 2026 17:43:10.000,-212.695094,8158.043374,13505.527357,-3.382194,3.843785,2.171873
27 Jan 2026 17:43:20.000,-246.487939,8196.466703,13527.177715,-3.376370,3.840883,2.158212
27 Jan 2026 17:43:30.000,-280.222416,8234.861093,13548.691852,-3.370521,3.837997,2.144629
27 Jan 2026 17:43:40.000,-313.898267,8273.226700,13570.070552,-3.364645,3.835127,2.131124
27 Jan 2026 17:43:50.000,-347.515239,8311.563680,13591.314593,-3.358745,3.832272,2.117697
27 Jan 2026 17:44:00.000,-381.073082,8349.872188,13612.424747,-3.352820,3.829432,2.104347
27 Jan 2026 17:44:10.000,-414.571552,8388.152379,13633.401780,-3.346870,3.826608,2.091073
27 Jan 2026 17:44:20.000,-448.010409,8426.404404,13654.246453,-3.340897,3.823799,2.077874
27 Jan 2026 17:44:30.000,-481.389420,8464.628417,13674.959518,-3.334901,3.821006,2.064751
27 Jan 2026 17:44:40.000,-514.708354,8502.824568,13695.541725,-3.328882,3.818227,2.051703
27 Jan 2026 17:44:50.000,-547.966987,8540.993007,13715.993815,-3.322841,3.815463,2.038728
27 Jan 2026 17:45:00.000,-581.165097,8579.133885,13736.316527,-3.316778,3.812715,2.025827
27 Jan 2026 17:45:10.000,-614.302467,8617.247350,13756.510590,-3.310693,3.809981,2.012998
27 Jan 2026 17:45:20.000,-647.378887,8655.333548,13776.576730,-3.304587,3.807261,2.000242
